month,division,line,day_type,reporting_category,subcategory,delays
2023-03-01,B DIVISION,A,2,Operating Conditions,,124
2023-03-01,B DIVISION,A,2,Planned ROW Work,Capital Work - Other Planned ROW,83
2023-03-01,B DIVISION,A,2,Planned ROW Work,Subways Maintenance,91
2023-03-01,B DIVISION,A,2,Police & Medical,"Public Conduct, Crime, Police Response",68
2023-03-01,B DIVISION,A,2,Police & Medical,Sick/Injured Customer,11
2023-03-01,B DIVISION,B,1,Crew Availability,Crew Availability,121
2023-03-01,B DIVISION,B,1,External Factors,External Agency or Utility,5
2023-03-01,B DIVISION,B,1,External Factors,External Debris on Roadbed,10
2023-03-01,B DIVISION,B,1,External Factors,Inclement Weather,13
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Braking,17
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Door-Related,15
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,"Fire, Smoke, Debris",27
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Other - CE,29
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Other - Sig,79
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Propulsion,77
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Rail and Roadbed,144
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Service Delivery,46
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Signal Modernization Capital Project,5
2023-03-01,B DIVISION,B,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,36
2023-03-01,B DIVISION,B,1,Operating Conditions,,237
2023-03-01,B DIVISION,B,1,Planned ROW Work,Subways Maintenance,48
2023-03-01,B DIVISION,B,1,Planned ROW Work,Work Equipment,12
2023-03-01,B DIVISION,B,1,Police & Medical,Persons on Roadbed,58
2023-03-01,B DIVISION,B,1,Police & Medical,"Public Conduct, Crime, Police Response",171
2023-03-01,B DIVISION,B,1,Police & Medical,Sick/Injured Customer,24
2023-03-01,B DIVISION,C,1,Crew Availability,Crew Availability,81
2023-03-01,B DIVISION,C,1,External Factors,External Agency or Utility,42
2023-03-01,B DIVISION,C,1,External Factors,External Debris on Roadbed,3
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Braking,6
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Door-Related,13
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,"Fire, Smoke, Debris",8
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Other - CE,15
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Other - Sig,92
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Propulsion,58
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Rail and Roadbed,66
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Service Delivery,15
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Signal Modernization Capital Project,18
2023-03-01,B DIVISION,C,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,10
2023-03-01,B DIVISION,C,1,Operating Conditions,,305
2023-03-01,B DIVISION,C,1,Planned ROW Work,Capital Work - Other Planned ROW,17
2023-03-01,B DIVISION,C,1,Planned ROW Work,Subways Maintenance,74
2023-03-01,B DIVISION,C,1,Planned ROW Work,Work Equipment,16
2023-03-01,B DIVISION,C,1,Police & Medical,Persons on Roadbed,65
2023-03-01,B DIVISION,C,1,Police & Medical,"Public Conduct, Crime, Police Response",195
2023-03-01,B DIVISION,C,1,Police & Medical,Sick/Injured Customer,35
2023-03-01,B DIVISION,C,2,Crew Availability,Crew Availability,68
2023-03-01,B DIVISION,C,2,External Factors,External Agency or Utility,3
2023-03-01,B DIVISION,C,2,External Factors,Inclement Weather,7
2023-03-01,B DIVISION,C,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-03-01,B DIVISION,C,2,Infrastructure & Equipment,Other - CE,4
2023-03-01,B DIVISION,C,2,Infrastructure & Equipment,Other - Sig,10
2023-03-01,B DIVISION,C,2,Infrastructure & Equipment,Propulsion,7
2023-03-01,B DIVISION,C,2,Infrastructure & Equipment,Rail and Roadbed,4
2023-03-01,B DIVISION,C,2,Infrastructure & Equipment,Service Delivery,14
2023-03-01,B DIVISION,C,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,11
2023-03-01,B DIVISION,C,2,Operating Conditions,,118
2023-03-01,B DIVISION,C,2,Planned ROW Work,Capital Work - Other Planned ROW,84
2023-03-01,B DIVISION,C,2,Planned ROW Work,Subways Maintenance,35
2023-03-01,B DIVISION,C,2,Police & Medical,"Public Conduct, Crime, Police Response",47
2023-03-01,B DIVISION,C,2,Police & Medical,Sick/Injured Customer,17
2023-03-01,B DIVISION,D,1,Crew Availability,Crew Availability,158
2023-03-01,B DIVISION,D,1,External Factors,External Agency or Utility,1
2023-03-01,B DIVISION,D,1,External Factors,External Debris on Roadbed,24
2023-03-01,B DIVISION,D,1,External Factors,Inclement Weather,10
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Braking,11
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Door-Related,2
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,"Fire, Smoke, Debris",60
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other - CE,24
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other Infrastructure,6
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other Internal Disruptions,1
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other - Sig,56
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Propulsion,47
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Rail and Roadbed,137
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Service Delivery,82
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Signal Modernization Capital Project,12
2023-03-01,B DIVISION,D,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,39
2023-03-01,B DIVISION,D,1,Operating Conditions,,270
2023-03-01,B DIVISION,D,1,Planned ROW Work,Capital Work - Other Planned ROW,4
2023-03-01,B DIVISION,D,1,Planned ROW Work,Other Planned ROW Work,2
2023-03-01,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,410
2023-03-01,B DIVISION,D,1,Planned ROW Work,Work Equipment,10
2023-03-01,B DIVISION,D,1,Police & Medical,Persons on Roadbed,38
2023-03-01,B DIVISION,D,1,Police & Medical,"Public Conduct, Crime, Police Response",272
2023-03-01,B DIVISION,D,1,Police & Medical,Sick/Injured Customer,35
2023-03-01,B DIVISION,D,2,Crew Availability,Crew Availability,110
2023-03-01,B DIVISION,D,2,External Factors,External Agency or Utility,3
2023-03-01,B DIVISION,D,2,External Factors,Inclement Weather,1
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,Braking,3
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,Door-Related,7
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,Other - CE,7
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,Other - Sig,20
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,Rail and Roadbed,5
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,Service Delivery,1
2023-03-01,B DIVISION,D,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,9
2023-03-01,B DIVISION,D,2,Operating Conditions,,31
2023-03-01,B DIVISION,D,2,Planned ROW Work,Capital Work - Other Planned ROW,32
2023-03-01,B DIVISION,D,2,Planned ROW Work,Subways Maintenance,55
2023-03-01,B DIVISION,D,2,Police & Medical,Persons on Roadbed,4
2023-03-01,B DIVISION,D,2,Police & Medical,"Public Conduct, Crime, Police Response",68
2023-03-01,B DIVISION,D,2,Police & Medical,Sick/Injured Customer,4
2023-03-01,B DIVISION,E,1,Crew Availability,Crew Availability,87
2023-03-01,B DIVISION,E,1,External Factors,External Agency or Utility,44
2023-03-01,B DIVISION,E,1,External Factors,External Debris on Roadbed,36
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Braking,11
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Door-Related,1
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other - CE,24
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other Infrastructure,59
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other Internal Disruptions,5
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other - Sig,100
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Rail and Roadbed,204
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Service Delivery,29
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Signal Modernization Capital Project,291
2023-03-01,B DIVISION,E,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,25
2023-03-01,B DIVISION,E,1,Operating Conditions,,229
2023-03-01,B DIVISION,E,1,Planned ROW Work,Capital Work - Other Planned ROW,15
2023-03-01,B DIVISION,E,1,Planned ROW Work,Other Planned ROW Work,1
2023-03-01,B DIVISION,E,1,Planned ROW Work,Subways Maintenance,633
2023-03-01,B DIVISION,E,1,Planned ROW Work,Work Equipment,12
2023-03-01,B DIVISION,E,1,Police & Medical,Persons on Roadbed,132
2023-03-01,B DIVISION,E,1,Police & Medical,"Public Conduct, Crime, Police Response",320
2023-03-01,B DIVISION,E,1,Police & Medical,Sick/Injured Customer,98
2023-03-01,B DIVISION,E,2,Crew Availability,Crew Availability,23
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,Braking,1
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,Door-Related,1
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,Other Infrastructure,26
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,Other - Sig,16
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,Rail and Roadbed,22
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,Service Delivery,3
2023-03-01,B DIVISION,E,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2023-03-01,B DIVISION,E,2,Operating Conditions,,5
2023-03-01,B DIVISION,E,2,Planned ROW Work,Capital Work - Other Planned ROW,11
2023-03-01,B DIVISION,E,2,Planned ROW Work,Subways Maintenance,124
2023-03-01,B DIVISION,E,2,Planned ROW Work,Work Equipment,4
2023-03-01,B DIVISION,E,2,Police & Medical,"Public Conduct, Crime, Police Response",31
2023-03-01,B DIVISION,E,2,Police & Medical,Sick/Injured Customer,7
2023-03-01,B DIVISION,F,1,Crew Availability,Crew Availability,204
2023-03-01,B DIVISION,F,1,External Factors,External Agency or Utility,11
2023-03-01,B DIVISION,F,1,External Factors,Inclement Weather,28
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Braking,26
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,2
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",19
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,117
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,37
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,4
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,87
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,23
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,224
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,50
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Signal Modernization Capital Project,270
2023-03-01,B DIVISION,F,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,15
2023-03-01,B DIVISION,F,1,Operating Conditions,,407
2023-03-01,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,18
2023-03-01,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,589
2023-03-01,B DIVISION,F,1,Planned ROW Work,Work Equipment,31
2023-03-01,B DIVISION,F,1,Police & Medical,Persons on Roadbed,141
2023-03-01,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",218
2023-03-01,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,72
2023-03-01,B DIVISION,F,2,Crew Availability,Crew Availability,52
2023-03-01,B DIVISION,F,2,External Factors,External Agency or Utility,5
2023-03-01,B DIVISION,F,2,External Factors,External Debris on Roadbed,3
2023-03-01,B DIVISION,F,2,External Factors,Inclement Weather,3
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,Braking,2
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,Door-Related,1
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,Other - CE,6
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,Other Infrastructure,20
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,53
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,25
2023-03-01,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,9
2023-03-01,B DIVISION,F,2,Operating Conditions,,44
2023-03-01,B DIVISION,F,2,Planned ROW Work,Capital Work - Other Planned ROW,16
2023-03-01,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,191
2023-03-01,B DIVISION,F,2,Planned ROW Work,Work Equipment,7
2023-03-01,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",38
2023-03-01,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,9
2023-03-01,B DIVISION,G,1,Crew Availability,Crew Availability,38
2023-03-01,B DIVISION,G,1,External Factors,External Agency or Utility,2
2023-03-01,B DIVISION,G,1,External Factors,External Debris on Roadbed,1
2023-03-01,B DIVISION,G,1,External Factors,Inclement Weather,2
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Braking,7
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,9
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,15
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,14
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Propulsion,1
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,46
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,27
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Signal Modernization Capital Project,10
2023-03-01,B DIVISION,G,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2023-03-01,B DIVISION,G,1,Operating Conditions,,182
2023-03-01,B DIVISION,G,1,Planned ROW Work,Capital Work - Other Planned ROW,39
2023-03-01,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,324
2023-03-01,B DIVISION,G,1,Planned ROW Work,Work Equipment,8
2023-03-01,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",40
2023-03-01,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,18
2023-03-01,B DIVISION,G,2,Crew Availability,Crew Availability,11
2023-03-01,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,19
2023-03-01,B DIVISION,G,2,Infrastructure & Equipment,Service Delivery,5
2023-03-01,B DIVISION,G,2,Infrastructure & Equipment,Signal Modernization Capital Project,1
2023-03-01,B DIVISION,G,2,Operating Conditions,,22
2023-03-01,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,70
2023-03-01,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",13
2023-03-01,B DIVISION,G,2,Police & Medical,Sick/Injured Customer,6
2023-03-01,B DIVISION,JZ,1,Crew Availability,Crew Availability,57
2023-03-01,B DIVISION,JZ,1,External Factors,Inclement Weather,52
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Braking,5
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,18
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Infrastructure,10
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Internal Disruptions,1
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,19
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,15
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,15
2023-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Signal Modernization Capital Project,6
2023-03-01,B DIVISION,JZ,1,Operating Conditions,,128
2023-03-01,B DIVISION,JZ,1,Planned ROW Work,Insufficient Supplement Schedule,9
2023-03-01,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,98
2023-03-01,B DIVISION,JZ,1,Planned ROW Work,Work Equipment,8
2023-03-01,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,41
2023-03-01,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",82
2023-03-01,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,21
2023-03-01,B DIVISION,JZ,2,Crew Availability,Crew Availability,53
2023-03-01,B DIVISION,JZ,2,External Factors,Inclement Weather,1
2023-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - CE,11
2023-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - Sig,7
2023-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Rail and Roadbed,8
2023-03-01,B DIVISION,JZ,2,Operating Conditions,,16
2023-03-01,B DIVISION,JZ,2,Planned ROW Work,Capital Work - Other Planned ROW,2
2023-03-01,B DIVISION,JZ,2,Planned ROW Work,Subways Maintenance,4
2023-03-01,B DIVISION,JZ,2,Police & Medical,Persons on Roadbed,29
2023-03-01,B DIVISION,JZ,2,Police & Medical,"Public Conduct, Crime, Police Response",69
2023-03-01,B DIVISION,JZ,2,Police & Medical,Sick/Injured Customer,3
2023-03-01,B DIVISION,L,1,Crew Availability,Crew Availability,70
2023-03-01,B DIVISION,L,1,External Factors,External Agency or Utility,170
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Braking,1
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Door-Related,23
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,"Fire, Smoke, Debris",9
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Other Infrastructure,72
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Other Internal Disruptions,30
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Other - Sig,28
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Rail and Roadbed,227
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Service Delivery,20
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Signal Modernization Capital Project,31
2023-03-01,B DIVISION,L,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2023-03-01,B DIVISION,L,1,Operating Conditions,,38
2023-03-01,B DIVISION,L,1,Planned ROW Work,Capital Work - Other Planned ROW,99
2023-03-01,B DIVISION,L,1,Planned ROW Work,Subways Maintenance,201
2023-03-01,B DIVISION,L,1,Planned ROW Work,Work Equipment,13
2023-03-01,B DIVISION,L,1,Police & Medical,Persons on Roadbed,17
2023-03-01,B DIVISION,L,1,Police & Medical,"Public Conduct, Crime, Police Response",168
2023-03-01,B DIVISION,L,1,Police & Medical,Sick/Injured Customer,11
2023-03-01,B DIVISION,L,2,Crew Availability,Crew Availability,10
2023-03-01,B DIVISION,L,2,Infrastructure & Equipment,Other Infrastructure,17
2023-03-01,B DIVISION,L,2,Infrastructure & Equipment,Service Delivery,3
2023-03-01,B DIVISION,L,2,Planned ROW Work,Subways Maintenance,3
2023-03-01,B DIVISION,L,2,Police & Medical,Persons on Roadbed,1
2023-03-01,B DIVISION,L,2,Police & Medical,"Public Conduct, Crime, Police Response",58
2023-03-01,B DIVISION,L,2,Police & Medical,Sick/Injured Customer,19
2023-03-01,B DIVISION,M,1,Crew Availability,Crew Availability,73
2023-03-01,B DIVISION,M,1,External Factors,Inclement Weather,18
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Braking,16
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,"Fire, Smoke, Debris",7
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other - CE,29
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other Infrastructure,25
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other Internal Disruptions,17
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other - Sig,86
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Rail and Roadbed,112
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Service Delivery,26
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Signal Modernization Capital Project,232
2023-03-01,B DIVISION,M,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,31
2023-03-01,B DIVISION,M,1,Operating Conditions,,215
2023-03-01,B DIVISION,M,1,Planned ROW Work,Subways Maintenance,44
2023-03-01,B DIVISION,M,1,Planned ROW Work,Work Equipment,1
2023-03-01,B DIVISION,M,1,Police & Medical,Persons on Roadbed,78
2023-03-01,B DIVISION,M,1,Police & Medical,"Public Conduct, Crime, Police Response",154
2023-03-01,B DIVISION,M,1,Police & Medical,Sick/Injured Customer,50
2023-03-01,B DIVISION,M,2,Crew Availability,Crew Availability,47
2023-03-01,B DIVISION,M,2,External Factors,External Debris on Roadbed,1
2023-03-01,B DIVISION,M,2,External Factors,Inclement Weather,1
2023-03-01,B DIVISION,M,2,Infrastructure & Equipment,Service Delivery,2
2023-03-01,B DIVISION,M,2,Operating Conditions,,10
2023-03-01,B DIVISION,M,2,Planned ROW Work,Subways Maintenance,1
2023-03-01,B DIVISION,M,2,Police & Medical,Persons on Roadbed,2
2023-03-01,B DIVISION,M,2,Police & Medical,"Public Conduct, Crime, Police Response",10
2023-03-01,B DIVISION,M,2,Police & Medical,Sick/Injured Customer,5
2023-03-01,B DIVISION,N,1,Crew Availability,Crew Availability,152
2023-03-01,B DIVISION,N,1,External Factors,External Debris on Roadbed,97
2023-03-01,B DIVISION,N,1,External Factors,Inclement Weather,47
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Braking,72
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Door-Related,59
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,"Fire, Smoke, Debris",7
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other - CE,35
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other Infrastructure,4
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other Internal Disruptions,8
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other - Sig,138
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Propulsion,50
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Rail and Roadbed,86
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Service Delivery,74
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Signal Modernization Capital Project,37
2023-03-01,B DIVISION,N,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2023-03-01,B DIVISION,N,1,Operating Conditions,,468
2023-03-01,B DIVISION,N,1,Planned ROW Work,Other Planned ROW Work,4
2023-03-01,B DIVISION,N,1,Planned ROW Work,Subways Maintenance,507
2023-03-01,B DIVISION,N,1,Planned ROW Work,Work Equipment,23
2023-03-01,B DIVISION,N,1,Police & Medical,Persons on Roadbed,130
2023-03-01,B DIVISION,N,1,Police & Medical,"Public Conduct, Crime, Police Response",453
2023-03-01,B DIVISION,N,1,Police & Medical,Sick/Injured Customer,28
2023-03-01,B DIVISION,N,2,Crew Availability,Crew Availability,80
2023-03-01,B DIVISION,N,2,External Factors,External Agency or Utility,1
2023-03-01,B DIVISION,N,2,External Factors,External Debris on Roadbed,2
2023-03-01,B DIVISION,N,2,External Factors,Inclement Weather,8
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Door-Related,5
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,"Fire, Smoke, Debris",13
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Other - CE,4
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Other Infrastructure,6
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Other Internal Disruptions,1
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Other - Sig,23
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Rail and Roadbed,1
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Service Delivery,1
2023-03-01,B DIVISION,N,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,5
2023-03-01,B DIVISION,N,2,Operating Conditions,,126
2023-03-01,B DIVISION,N,2,Planned ROW Work,Capital Work - Other Planned ROW,29
2023-03-01,B DIVISION,N,2,Planned ROW Work,Subways Maintenance,138
2023-03-01,B DIVISION,N,2,Police & Medical,Persons on Roadbed,38
2023-03-01,B DIVISION,N,2,Police & Medical,"Public Conduct, Crime, Police Response",72
2023-03-01,B DIVISION,N,2,Police & Medical,Sick/Injured Customer,2
2023-03-01,B DIVISION,Q,1,Crew Availability,Crew Availability,122
2023-03-01,B DIVISION,Q,1,External Factors,External Debris on Roadbed,61
2023-03-01,B DIVISION,Q,1,External Factors,Inclement Weather,47
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Braking,9
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Door-Related,9
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,"Fire, Smoke, Debris",71
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - CE,20
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Other Infrastructure,8
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Other Internal Disruptions,23
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - Sig,87
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Propulsion,74
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Rail and Roadbed,24
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Service Delivery,78
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Signal Modernization Capital Project,1
2023-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2023-03-01,B DIVISION,Q,1,Operating Conditions,,322
2023-03-01,B DIVISION,Q,1,Planned ROW Work,Other Planned ROW Work,1
2023-03-01,B DIVISION,Q,1,Planned ROW Work,Subways Maintenance,297
2023-03-01,B DIVISION,Q,1,Planned ROW Work,Work Equipment,5
2023-03-01,B DIVISION,Q,1,Police & Medical,Persons on Roadbed,58
2023-03-01,B DIVISION,Q,1,Police & Medical,"Public Conduct, Crime, Police Response",260
2023-03-01,B DIVISION,Q,1,Police & Medical,Sick/Injured Customer,46
2023-03-01,B DIVISION,Q,2,Crew Availability,Crew Availability,62
2023-03-01,B DIVISION,Q,2,External Factors,Inclement Weather,5
2023-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Door-Related,4
2023-03-01,B DIVISION,Q,2,Infrastructure & Equipment,"Fire, Smoke, Debris",8
2023-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - CE,6
2023-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Infrastructure,17
2023-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Internal Disruptions,1
